a,b,c
33,53,6
21,68,40
79,15,1
14,39,24
94,94,88
2,62,90
33,10,39
32,19,79
61,34,14
6,67,26
75,92,24
9,79,64
45,27,52
61,24,98
64,63,0
53,11,86
39,76,54
32,0,39
76,16,64
99,10,48
63,31,98
20,54,46
25,1,29
11,74,0
44,79,44
87,7,46
35,70,61
25,55,81
54,73,10
10,64,46
46,78,89
51,10,13
99,4,32
95,44,99
34,92,82
29,44,29
51,82,51
70,56,50
49,39,89
94,57,90
66,78,96
52,20,27
13,40,30
89,91,7
43,68,57
95,33,98
47,92,7
30,2,17
61,10,78
89,64,75
60,93,22
25,78,72
79,11,94
25,55,12
88,33,38
70,77,85
47,46,48
18,94,79
76,74,33
56,78,41
2,50,58
53,74,65
23,65,73
53,1,52
55,6,48
93,61,63
74,85,81
58,70,34
7,46,97
22,33,69
84,87,83
30,35,82
35,27,3
74,5,8
42,47,75
40,95,21
41,86,63
49,85,14
75,67,60
96,87,43
94,8,71
21,22,22
26,10,82
31,46,90
62,33,75
0,66,67
47,98,99
87,71,99
92,34,54
82,27,7
2,21,21
27,62,89
22,50,75
71,43,60
9,21,36
70,15,12
39,12,39
12,91,95
36,52,0
31,46,85
43,74,81
96,72,19
70,30,97
22,24,7
35,40,14
49,8,67
18,67,9
8,53,64
52,16,60
67,74,28
5,32,45
31,82,22
98,66,4
16,52,89
31,4,34
75,28,52
69,72,90
39,10,94
62,58,4
61,90,42
65,39,16
8,45,29
81,41,50
12,46,25
86,11,5
34,52,96
12,44,10
56,77,49
27,63,25
83,16,52
99,3,12
57,68,99
39,82,78
2,94,63
50,75,85
25,63,52
48,74,77
72,56,60
24,59,64
22,68,37
91,12,62
15,71,36
6,12,73
34,15,45
18,3,82
8,66,17
45,38,3
65,65,37
0,95,45
57,0,49
66,24,54
26,46,84
74,55,59
75,63,8
43,91,88
80,63,44
58,45,64
64,37,83
32,68,84
7,86,45
73,18,84
38,34,94
83,77,19
34,97,10
33,20,79
48,57,81
60,55,25
99,85,37
87,24,77
88,30,17
51,7,39
41,69,62
95,8,54
3,96,80
74,79,27
2,3,45
16,12,36
16,77,77
64,41,29
27,81,57
90,2,74
56,56,65
63,55,59
79,70,63
94,15,3
24,29,73
56,89,59
48,49,4
65,46,91
5,67,14
41,71,36
55,91,35
86,37,68
32,49,0
75,6,75
73,1,43
46,71,18
6,45,1
65,95,78
42,21,1
21,27,7
10,74,81
98,93,95
97,31,64
83,90,76
15,16,6
39,91,75
69,56,0
24,27,58
3,24,22
41,62,61
77,81,58
66,55,18
48,29,41
52,4,63
99,40,94
46,89,99
57,6,5
97,6,95
14,25,79
14,71,64
14,84,99
1,71,28
15,98,46
15,78,97
74,88,3
40,49,95
82,66,92
59,60,97
81,12,7
18,27,25
77,3,97
40,57,68
41,94,87
50,63,4
16,4,11
22,50,54
37,6,19
82,55,51
95,93,32
8,85,11
51,41,29
9,61,40
28,60,49
55,6,12
20,63,98
74,68,66
37,56,58
69,47,36
38,61,60
75,51,69
87,65,88
66,39,43
54,69,32
7,76,0
67,47,14
86,25,45
89,89,10
65,83,10
45,25,25
96,69,42
32,51,27
71,5,22
56,12,94
22,48,1
60,0,16
46,60,15
21,74,86
30,52,60
86,89,23
9,89,56
29,12,70
54,43,81
90,81,52
61,2,32
87,33,55
4,94,99
46,12,0
90,22,61
77,34,14
40,42,4
68,94,87
36,11,58
13,59,95
91,47,45
33,78,77
49,39,2
72,5,58
41,75,30
62,44,64
32,92,59
39,30,96
59,61,83
7,64,55
76,62,16
64,49,60
82,81,13
41,65,11
99,32,85
43,21,85
11,49,53
37,44,10
66,59,15
86,72,83
20,42,49
48,79,65
5,5,71
86,80,5
85,21,30
94,38,94
66,16,70
0,90,33
99,15,67
30,0,75
78,86,99
57,73,1
96,56,98
67,87,17
47,85,42
9,47,14
24,37,68
22,55,11
76,65,64
22,23,26
84,61,0
1,59,47
66,76,44
13,4,22
66,13,98
76,30,15
44,75,38
28,30,23
56,2,52
10,24,88
61,84,86
89,32,65
91,61,24
46,52,92
80,53,66
33,84,57
10,32,88
71,92,23
22,35,53
49,71,73
86,16,59
43,19,76
42,53,96
79,20,53
84,24,63
7,88,26
18,3,35
37,15,8
77,86,94
54,31,90
63,18,21
7,56,91
75,4,8
42,62,77
91,19,74
1,93,67
30,67,10
92,10,67
60,97,51
73,12,35
72,71,31
46,61,61
67,13,36
47,34,74
11,77,8
86,22,95
44,8,12
20,27,58
11,5,25
60,33,80
10,71,34
94,15,87
27,53,38
61,6,24
71,15,49
83,8,24
2,11,27
0,90,53
14,63,41
46,54,67
66,44,95
25,49,4
35,46,43
76,79,15
12,92,58
67,99,15
33,92,66
18,85,57
41,32,59
4,31,51
0,7,70
3,89,47
34,41,14
81,75,97
15,19,23
63,38,22
63,12,25
4,42,10
78,60,36
46,68,44
28,82,20
23,80,8
54,43,1
17,27,51
46,74,11
69,16,73
14,53,49
66,47,13
44,7,58
54,81,39
33,90,74
32,85,29
51,17,38
71,93,21
42,22,80
90,42,87
75,16,74
39,84,14
72,74,18
98,52,45
44,41,60
34,66,82
77,55,63
17,81,61
90,59,5
85,60,61
0,40,20
81,73,14
23,93,34
85,71,76
67,41,61
29,17,81
94,50,79
35,68,17
75,85,85
13,12,33
67,99,88
79,95,38
33,52,98
84,38,8
15,23,80
99,54,24
11,31,79
97,64,46
13,49,59
80,4,18
9,27,39
28,80,21
64,27,69
43,94,29
62,9,17
91,63,68
80,92,88
10,31,6
54,11,71
22,28,72
3,37,36
48,5,85
88,52,42
59,75,46
21,13,69
89,25,65
34,95,32
78,65,27
22,29,12
64,45,98
78,7,97
78,69,75
12,26,79
98,22,31
91,33,60
12,54,65
65,11,16
76,44,87
48,72,47
30,94,99
82,7,52
59,58,42
19,79,99
13,12,49
67,29,24
3,15,18
63,22,99
95,70,13
43,44,37
99,46,75
13,30,51
48,80,25
8,75,70
58,24,15
62,81,16
72,79,68
58,67,29
29,54,94
17,40,0
32,83,73
43,49,14
36,75,54
96,43,77
15,25,37
76,38,90
89,21,41
58,66,35
36,5,98
16,34,82
27,97,14
48,44,65
72,38,50
64,48,71
6,56,32
0,5,1
54,41,37
57,70,55
94,87,21
97,99,87
82,72,73
90,4,62
31,73,6
30,84,30
56,23,44
9,44,16
47,26,89
9,31,46
50,7,9
71,0,93
14,55,60
22,33,64
1,4,20
92,88,72
22,62,1
92,86,28
27,96,50
42,51,66
32,93,79
41,5,10
74,81,87
83,69,14
12,41,95
16,17,49
45,93,3
96,1,36
23,12,31
69,52,8
84,55,14
51,6,68
68,6,26
79,49,63
5,13,21
11,11,85
12,38,4
66,32,58
88,77,34
16,87,83
52,87,74
25,19,63
91,17,79
66,12,97
4,42,55
40,73,31
59,49,77
91,75,92
78,36,76
61,84,64
97,73,30
22,32,0
34,10,82
93,85,18
48,47,39
41,3,63
76,48,18
88,17,96
25,28,12
87,38,75
26,35,63
19,58,54
38,34,41
77,27,66
37,64,44
94,30,0
12,52,11
63,50,65
43,66,31
89,18,79
94,80,97
7,38,81
85,67,44
6,44,68
51,88,22
93,38,76
12,81,20
33,12,63
77,70,75
53,22,89
51,21,85
68,11,44
54,9,92
4,70,88
7,14,5
39,10,22
7,4,60
46,70,85
63,41,67
10,53,59
62,67,31
65,83,3
37,25,18
43,89,95
85,58,28
20,51,96
61,42,57
39,20,47
51,26,17
16,6,19
5,54,13
85,96,96
19,13,80
81,27,66
85,55,73
18,66,39
5,34,78
54,25,66
94,88,7
21,62,44
49,6,97
79,90,66
18,13,20
16,13,28
3,94,58
5,18,18
53,50,76
85,58,48
49,23,89
64,20,81
25,92,5
62,73,55
75,55,0
18,79,21
65,54,93
25,13,79
78,91,45
90,10,67
53,27,68
98,92,78
18,6,51
65,56,94
19,90,82
41,61,39
21,67,73
40,72,20
20,7,72
13,43,3
45,38,45
21,48,24
56,46,0
32,58,80
27,70,70
5,99,27
88,56,77
60,93,37
35,39,49
52,37,37
97,44,3
54,70,99
62,80,6
90,44,95
0,25,19
15,33,97
25,45,9
13,88,10
